img_path,tp,fp,fn,precision,recall,f1,avg_iou
C:\Users\T2510600\Downloads\BAOCR\d3\IMG_20221226_0010a.jpg,3,3,89,0.49999999991666666,0.032608695651819466,0.06122448967971678,0.6334469056201885
C:\Users\T2510600\Downloads\BAOCR\d3\IMG_20221226_0016.jpg,4,1,180,0.79999999984,0.021739130434664463,0.042328042276084096,0.6649729268758635
C:\Users\T2510600\Downloads\BAOCR\d3\IMG_20221226_0018.jpg,1,2,161,0.3333333332222222,0.006172839506134736,0.012121212085362718,0.6605804994649495
C:\Users\T2510600\Downloads\BAOCR\d4\fae11124-2958-46ed-ae7f-638e92d2fd97.jpg,28,4,2,0.8749999999726563,0.9333333333022222,0.903225805922997,0.6930619166047511
C:\Users\T2510600\Downloads\BAOCR\d4\f5cf6ad3-6868-4857-aedd-1a4529969146.jpg,0,9,23,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d4\e53e2535-bbbd-4851-a154-a27b95f07762.jpg,0,0,25,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d4\d78c9e5b-2b8c-4abf-8c83-0e2c089e8ff9.jpg,1,7,29,0.124999999984375,0.03333333333222222,0.05263157861218837,0.6605316694922784
C:\Users\T2510600\Downloads\BAOCR\d4\4af199a6-3942-4124-a47a-e099f9bee762.jpg,17,10,4,0.62962962960631,0.8095238094852608,0.7083333328116319,0.6894985706154771
C:\Users\T2510600\Downloads\BAOCR\raw\100_21_0.jpg,36,4,5,0.8999999999775001,0.8780487804663891,0.8888888883670173,0.7183476452276902
C:\Users\T2510600\Downloads\BAOCR\raw\125_17_0.jpg,56,9,11,0.8615384615252071,0.8358208955099131,0.8484848479721073,0.743584510422924
C:\Users\T2510600\Downloads\BAOCR\raw\127_15_0.jpg,53,10,31,0.8412698412564878,0.6309523809448696,0.7210884348745431,0.7283658406095626
C:\Users\T2510600\Downloads\BAOCR\raw\128_16_1.jpg,45,16,48,0.7377049180206934,0.48387096773673255,0.5844155839295834,0.7194694872074082
C:\Users\T2510600\Downloads\BAOCR\raw\138_16_0.jpg,43,6,22,0.8775510203902541,0.661538461528284,0.7543859644088949,0.7202130620970029
C:\Users\T2510600\Downloads\BAOCR\raw\142_17_1.jpg,57,2,6,0.9661016948988796,0.9047619047475435,0.9344262289934157,0.7005653379469517
C:\Users\T2510600\Downloads\BAOCR\raw\144_17_0.jpg,76,2,7,0.9743589743464826,0.9156626505913775,0.9440993783707419,0.7015193553066147
C:\Users\T2510600\Downloads\BAOCR\raw\14_22_0.jpg,81,10,10,0.8901098901001087,0.8901098901001087,0.8901098896001085,0.748234010523144
C:\Users\T2510600\Downloads\BAOCR\raw\160_16_1.jpg,57,11,26,0.83823529410532,0.6867469879435332,0.7549668869121529,0.706726854273214
C:\Users\T2510600\Downloads\BAOCR\raw\164_16_1.jpg,55,5,16,0.916666666651389,0.7746478873130331,0.8396946559792553,0.6805426241407146
C:\Users\T2510600\Downloads\BAOCR\raw\169_18_0.jpg,64,0,3,0.9999999999843749,0.9552238805827578,0.977099236126566,0.7353265457619504
C:\Users\T2510600\Downloads\BAOCR\raw\173_15_1.jpg,71,3,8,0.9594594594464937,0.8987341772038134,0.9281045746518004,0.7123613303840943
C:\Users\T2510600\Downloads\BAOCR\raw\184_15_0.jpg,55,6,3,0.9016393442475141,0.9482758620526159,0.9243697473839417,0.7212277683821849
C:\Users\T2510600\Downloads\BAOCR\raw\186_15_0.jpg,50,6,4,0.892857142841199,0.9259259259087792,0.9090909085745456,0.7113810589837855
C:\Users\T2510600\Downloads\BAOCR\raw\187_15_0.jpg,64,3,3,0.9552238805827578,0.9552238805827578,0.9552238800827577,0.7005843515624123
C:\Users\T2510600\Downloads\BAOCR\raw\1_20_0.jpg,85,6,19,0.9340659340556696,0.8173076922998336,0.8717948712881526,0.7012410369318742
C:\Users\T2510600\Downloads\BAOCR\raw\203_15_1.jpg,79,6,9,0.929411764694948,0.8977272727170712,0.9132947971774532,0.6914016552780701
C:\Users\T2510600\Downloads\BAOCR\raw\207_16_0.jpg,87,5,5,0.9456521739027646,0.9456521739027646,0.9456521734027645,0.6999307746606752
C:\Users\T2510600\Downloads\BAOCR\raw\208_14_1.jpg,97,1,2,0.9897959183572469,0.9797979797880828,0.9847715730940759,0.7043254561583944
C:\Users\T2510600\Downloads\BAOCR\raw\216_16_1.jpg,63,6,11,0.913043478247637,0.8513513513398465,0.881118880607169,0.7049627909271771
C:\Users\T2510600\Downloads\BAOCR\raw\221_15_1.jpg,67,4,5,0.9436619718176948,0.9305555555426311,0.9370629365498557,0.6695627162132051
C:\Users\T2510600\Downloads\BAOCR\raw\225_15_1.jpg,75,6,17,0.9259259259144947,0.8152173912954868,0.8670520226133849,0.6886714899573064
C:\Users\T2510600\Downloads\BAOCR\raw\236_16_1.jpg,65,2,2,0.9701492537168634,0.9701492537168634,0.9701492532168634,0.7355674777995734
C:\Users\T2510600\Downloads\BAOCR\raw\237_15_1.jpg,75,3,4,0.9615384615261341,0.9493670885955776,0.9554140122267027,0.7247424977524664
C:\Users\T2510600\Downloads\BAOCR\raw\258_27_0.jpg,59,0,3,0.9999999999830509,0.9516129032104579,0.9752066110544362,0.7133462787454462
C:\Users\T2510600\Downloads\BAOCR\raw\26_21_0.jpg,98,10,11,0.9074074073990055,0.899082568799091,0.9032258059432987,0.7243414167983591
C:\Users\T2510600\Downloads\BAOCR\raw\37_23_0.jpg,43,4,11,0.9148936170018108,0.7962962962815501,0.8514851480003921,0.6934231607749908
C:\Users\T2510600\Downloads\BAOCR\raw\38_21_0.jpg,49,17,43,0.7424242424129935,0.5326086956463847,0.6202531640626503,0.7355629884318883
C:\Users\T2510600\Downloads\BAOCR\raw\41_11_0.jpg,76,9,8,0.8941176470483044,0.9047619047511337,0.8994082835130421,0.7186152241546209
C:\Users\T2510600\Downloads\BAOCR\raw\4_20_0.jpg,35,3,3,0.9210526315547092,0.9210526315547092,0.9210526310547091,0.7076591155809377
C:\Users\T2510600\Downloads\BAOCR\raw\5_22_0.jpg,51,1,5,0.9807692307503699,0.910714285698023,0.9444444439276406,0.6763631753190106
C:\Users\T2510600\Downloads\BAOCR\raw\73_14_0.jpg,47,4,9,0.9215686274329105,0.8392857142707271,0.8785046723818675,0.7245376993256798
C:\Users\T2510600\Downloads\BAOCR\raw\75_13_0.jpg,79,5,11,0.9404761904649943,0.8777777777680247,0.9080459765016514,0.7321320008313102
C:\Users\T2510600\Downloads\BAOCR\raw\78_14_0.jpg,50,8,5,0.8620689655023782,0.9090909090743802,0.8849557516970789,0.7368131224286791
C:\Users\T2510600\Downloads\BAOCR\raw\80_14_0.jpg,40,19,13,0.6779661016834243,0.7547169811178356,0.7142857137743941,0.7580304540580611
C:\Users\T2510600\Downloads\BAOCR\raw\83_14_0.jpg,67,6,24,0.9178082191655095,0.7362637362556455,0.8170731702277662,0.7312510468534317
C:\Users\T2510600\Downloads\BAOCR\raw\95_13_0.jpg,95,14,26,0.871559633019527,0.7851239669356601,0.8260869560159169,0.7220300489762119
C:\Users\T2510600\Downloads\BAOCR\raw\98_21_1.jpg,40,3,10,0.9302325581179016,0.7999999999840001,0.8602150532477744,0.7714961469653506
