img_path,tp,fp,fn,precision,recall,f1,avg_iou
C:\Users\T2510600\Downloads\BAOCR\d1\f5160769-3e1c-446f-ac23-84acad4b9bbc.jpg,25,10,8,0.7142857142653062,0.7575757575528008,0.7352941171258651,0.5888103999671422
C:\Users\T2510600\Downloads\BAOCR\d2\Unknown-8.jpeg,0,0,0,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d2\Unknown-13.jpeg,0,0,0,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d2\Unknown-19.jpeg,0,0,0,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d2\Unknown-21.jpeg,0,0,0,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d2\Unknown-23.jpeg,0,0,0,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d2\Unknown-24.jpeg,0,0,0,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d2\Unknown-26.jpeg,0,0,0,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d2\Unknown-32.jpeg,0,0,0,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d2\Unknown-44.jpeg,0,0,0,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d3\IMG_20221226_0002.jpg,15,33,107,0.3124999999934896,0.12295081967112335,0.1764705878279585,0.6100899098033177
C:\Users\T2510600\Downloads\BAOCR\d3\IMG_20221226_0010a.jpg,7,8,85,0.46666666663555556,0.07608695652091209,0.13084112125181238,0.5769383622589712
C:\Users\T2510600\Downloads\BAOCR\d3\IMG_20221226_0016.jpg,7,9,177,0.43749999997265626,0.03804347826066281,0.06999999985210001,0.6126827081809643
C:\Users\T2510600\Downloads\BAOCR\d3\IMG_20221226_0018.jpg,3,4,159,0.4285714285102041,0.018518518518404206,0.035502958500052514,0.6428162049983659
C:\Users\T2510600\Downloads\BAOCR\d4\fae11124-2958-46ed-ae7f-638e92d2fd97.jpg,12,25,18,0.32432432431555885,0.3999999999866667,0.35820895471864567,0.5931802962565836
C:\Users\T2510600\Downloads\BAOCR\d4\f5cf6ad3-6868-4857-aedd-1a4529969146.jpg,0,4,23,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d4\e53e2535-bbbd-4851-a154-a27b95f07762.jpg,0,0,25,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d4\d78c9e5b-2b8c-4abf-8c83-0e2c089e8ff9.jpg,0,4,30,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d4\4af199a6-3942-4124-a47a-e099f9bee762.jpg,12,13,9,0.4799999999808,0.5714285714013605,0.521739129915879,0.6323641168860826
C:\Users\T2510600\Downloads\BAOCR\raw\100_21_0.jpg,34,4,7,0.8947368420817176,0.8292682926627009,0.8607594931498158,0.6238240063827509
C:\Users\T2510600\Downloads\BAOCR\raw\125_17_0.jpg,57,11,10,0.83823529410532,0.8507462686440187,0.8444444439319616,0.6563175999024553
C:\Users\T2510600\Downloads\BAOCR\raw\127_15_0.jpg,69,6,15,0.9199999999877333,0.8214285714187924,0.8679245277925715,0.634840243692215
C:\Users\T2510600\Downloads\BAOCR\raw\128_16_1.jpg,54,15,39,0.7826086956408317,0.5806451612840791,0.66666666616941,0.6133826319857902
C:\Users\T2510600\Downloads\BAOCR\raw\138_16_0.jpg,46,7,19,0.8679245282855109,0.7076923076814201,0.7796610164411089,0.6369692982495484
C:\Users\T2510600\Downloads\BAOCR\raw\142_17_1.jpg,48,12,15,0.7999999999866667,0.7619047618926682,0.7804878043656553,0.6120342221364556
C:\Users\T2510600\Downloads\BAOCR\raw\144_17_0.jpg,66,15,17,0.8148148148047554,0.7951807228819857,0.8048780482707466,0.6248380801131661
C:\Users\T2510600\Downloads\BAOCR\raw\14_22_0.jpg,78,16,13,0.8297872340337257,0.857142857133438,0.8432432427342585,0.6531536456476177
C:\Users\T2510600\Downloads\BAOCR\raw\160_16_1.jpg,52,17,31,0.753623188394875,0.6265060240888373,0.6842105258110284,0.6297521961407647
C:\Users\T2510600\Downloads\BAOCR\raw\164_16_1.jpg,39,23,32,0.6290322580543705,0.5492957746401508,0.5864661649070043,0.6116990901357724
C:\Users\T2510600\Downloads\BAOCR\raw\169_18_0.jpg,62,4,5,0.9393939393797061,0.9253731343145466,0.9323308265536774,0.6364733721533129
C:\Users\T2510600\Downloads\BAOCR\raw\173_15_1.jpg,71,6,8,0.922077922065947,0.8987341772038134,0.9102564097448224,0.6249777787703317
C:\Users\T2510600\Downloads\BAOCR\raw\184_15_0.jpg,54,6,4,0.899999999985,0.9310344827425684,0.9152542367727664,0.6091318857728288
C:\Users\T2510600\Downloads\BAOCR\raw\186_15_0.jpg,44,16,10,0.7333333333211112,0.8148148147997257,0.7719298240492459,0.6140148891963855
C:\Users\T2510600\Downloads\BAOCR\raw\187_15_0.jpg,55,12,12,0.8208955223758075,0.8208955223758075,0.8208955218758075,0.624226453193108
C:\Users\T2510600\Downloads\BAOCR\raw\1_20_0.jpg,77,15,27,0.8369565217300331,0.7403846153774962,0.7857142852081423,0.604186812346286
C:\Users\T2510600\Downloads\BAOCR\raw\203_15_1.jpg,65,19,23,0.7738095238003118,0.73863636362797,0.755813952979854,0.6047088357939163
C:\Users\T2510600\Downloads\BAOCR\raw\207_16_0.jpg,79,10,13,0.8876404494282287,0.8586956521645793,0.8729281762860718,0.6230646844531448
C:\Users\T2510600\Downloads\BAOCR\raw\208_14_1.jpg,88,10,11,0.8979591836643065,0.8888888888799101,0.8934010147193692,0.6004979724232683
C:\Users\T2510600\Downloads\BAOCR\raw\216_16_1.jpg,59,12,15,0.8309859154812537,0.797297297286523,0.8137931029372651,0.6199251959901948
C:\Users\T2510600\Downloads\BAOCR\raw\221_15_1.jpg,51,18,21,0.7391304347718967,0.7083333333234954,0.7234042548091142,0.5824718962766344
C:\Users\T2510600\Downloads\BAOCR\raw\225_15_1.jpg,59,18,33,0.7662337662238151,0.6413043478191163,0.6982248515666819,0.6109710313575353
C:\Users\T2510600\Downloads\BAOCR\raw\236_16_1.jpg,63,3,4,0.9545454545309917,0.9402985074486522,0.9473684205384136,0.6404252330135328
C:\Users\T2510600\Downloads\BAOCR\raw\237_15_1.jpg,73,5,6,0.9358974358854372,0.9240506328996955,0.9299363052206578,0.6307571177861011
C:\Users\T2510600\Downloads\BAOCR\raw\258_27_0.jpg,52,7,10,0.8813559321884517,0.8387096774058274,0.8595041317175057,0.6209246183794426
C:\Users\T2510600\Downloads\BAOCR\raw\26_21_0.jpg,91,19,18,0.8272727272652066,0.8348623853134416,0.831050227802923,0.6579738037960977
C:\Users\T2510600\Downloads\BAOCR\raw\37_23_0.jpg,41,9,13,0.8199999999836001,0.759259259245199,0.7884615379471154,0.6074434226510566
C:\Users\T2510600\Downloads\BAOCR\raw\38_21_0.jpg,63,17,29,0.7874999999901562,0.6847826086882088,0.7325581390287993,0.6301364788939693
C:\Users\T2510600\Downloads\BAOCR\raw\41_11_0.jpg,72,12,12,0.857142857132653,0.857142857132653,0.857142856632653,0.6069674104217176
C:\Users\T2510600\Downloads\BAOCR\raw\4_20_0.jpg,28,10,10,0.7368421052437674,0.7368421052437674,0.7368421047437673,0.6221585860729361
C:\Users\T2510600\Downloads\BAOCR\raw\5_22_0.jpg,37,17,19,0.6851851851724966,0.6607142857024872,0.6727272722152067,0.5884041898474304
C:\Users\T2510600\Downloads\BAOCR\raw\73_14_0.jpg,46,8,10,0.8518518518360769,0.8214285714139031,0.8363636358485951,0.6197432249428604
C:\Users\T2510600\Downloads\BAOCR\raw\75_13_0.jpg,73,11,17,0.8690476190372732,0.8111111111020988,0.8390804592610648,0.6273089953642172
C:\Users\T2510600\Downloads\BAOCR\raw\78_14_0.jpg,45,13,10,0.7758620689521404,0.8181818181669422,0.7964601764774062,0.6424469491833377
C:\Users\T2510600\Downloads\BAOCR\raw\80_14_0.jpg,36,35,17,0.5070422535139852,0.679245283006052,0.5806451607914931,0.6676540079406575
C:\Users\T2510600\Downloads\BAOCR\raw\83_14_0.jpg,71,8,20,0.8987341772038134,0.7802197802112063,0.8352941171397231,0.6587798206084359
C:\Users\T2510600\Downloads\BAOCR\raw\95_13_0.jpg,92,17,29,0.8440366972399629,0.760330578506113,0.7999999994944045,0.6522224225378814
C:\Users\T2510600\Downloads\BAOCR\raw\98_21_1.jpg,39,1,11,0.974999999975625,0.7799999999844001,0.8666666661535801,0.6598825202768425
