img_path,tp,fp,fn,precision,recall,f1,avg_iou
C:\Users\T2510600\Downloads\BAOCR\d4\f5cf6ad3-6868-4857-aedd-1a4529969146.jpg,0,3,23,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d4\e53e2535-bbbd-4851-a154-a27b95f07762.jpg,0,0,25,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d4\d78c9e5b-2b8c-4abf-8c83-0e2c089e8ff9.jpg,0,1,30,0.0,0.0,0.0,0.0
C:\Users\T2510600\Downloads\BAOCR\d4\4af199a6-3942-4124-a47a-e099f9bee762.jpg,12,12,9,0.49999999997916666,0.5714285714013605,0.5333333328118518,0.6055680977583943
C:\Users\T2510600\Downloads\BAOCR\raw\100_21_0.jpg,30,7,11,0.810810810788897,0.7317073170553243,0.7692307687123604,0.6095488698436253
C:\Users\T2510600\Downloads\BAOCR\raw\125_17_0.jpg,55,12,12,0.8208955223758075,0.8208955223758075,0.8208955218758075,0.6332048006676694
C:\Users\T2510600\Downloads\BAOCR\raw\127_15_0.jpg,62,15,22,0.805194805184348,0.7380952380864512,0.7701863348951042,0.6132521392880853
C:\Users\T2510600\Downloads\BAOCR\raw\128_16_1.jpg,52,18,41,0.7428571428465306,0.5591397849402243,0.6380368093180775,0.5900817172610018
C:\Users\T2510600\Downloads\BAOCR\raw\138_16_0.jpg,46,9,19,0.8363636363484298,0.7076923076814201,0.766666666157361,0.6128523550599251
C:\Users\T2510600\Downloads\BAOCR\raw\142_17_1.jpg,46,13,17,0.779661016935938,0.7301587301471404,0.7540983601439131,0.5881362215481839
C:\Users\T2510600\Downloads\BAOCR\raw\144_17_0.jpg,58,23,25,0.7160493827072092,0.6987951807144723,0.7073170726621802,0.6089820586806255
C:\Users\T2510600\Downloads\BAOCR\raw\14_22_0.jpg,73,20,18,0.7849462365506995,0.8021978021889868,0.7934782603609994,0.6272125567784216
C:\Users\T2510600\Downloads\BAOCR\raw\160_16_1.jpg,53,17,30,0.7571428571320408,0.6385542168597764,0.692810457010893,0.6031603837357729
C:\Users\T2510600\Downloads\BAOCR\raw\164_16_1.jpg,32,30,39,0.5161290322497399,0.4507042253457647,0.48120300701385044,0.6001042169583788
C:\Users\T2510600\Downloads\BAOCR\raw\169_18_0.jpg,59,7,8,0.8939393939258493,0.8805970149122299,0.8872180445994684,0.6132532493500852
C:\Users\T2510600\Downloads\BAOCR\raw\173_15_1.jpg,66,11,13,0.8571428571317253,0.8354430379641082,0.8461538456430799,0.6067621620880975
C:\Users\T2510600\Downloads\BAOCR\raw\184_15_0.jpg,48,12,10,0.7999999999866667,0.827586206882283,0.8135593215202528,0.5917399406655873
C:\Users\T2510600\Downloads\BAOCR\raw\186_15_0.jpg,39,21,15,0.6499999999891667,0.7222222222088478,0.6842105258051708,0.5999205624639411
C:\Users\T2510600\Downloads\BAOCR\raw\187_15_0.jpg,51,16,16,0.7611940298393851,0.7611940298393851,0.7611940293393851,0.6048865734826798
C:\Users\T2510600\Downloads\BAOCR\raw\1_20_0.jpg,69,24,35,0.7419354838629899,0.663461538455159,0.7005076137076451,0.5883115271046219
C:\Users\T2510600\Downloads\BAOCR\raw\203_15_1.jpg,61,24,27,0.7176470588150865,0.6931818181739411,0.705202311630726,0.5904521294542182
C:\Users\T2510600\Downloads\BAOCR\raw\207_16_0.jpg,76,13,16,0.8539325842600681,0.8260869565127599,0.8397790050157199,0.6001334033091921
C:\Users\T2510600\Downloads\BAOCR\raw\208_14_1.jpg,78,20,21,0.7959183673388172,0.7878787878708294,0.7918781720808059,0.5820479139298093
C:\Users\T2510600\Downloads\BAOCR\raw\216_16_1.jpg,54,17,20,0.7605633802709779,0.7297297297198685,0.7448275856968369,0.6034567990683519
C:\Users\T2510600\Downloads\BAOCR\raw\221_15_1.jpg,45,23,27,0.661764705872621,0.6249999999913194,0.6428571423483672,0.5605497443682698
C:\Users\T2510600\Downloads\BAOCR\raw\225_15_1.jpg,55,24,37,0.6962025316367569,0.5978260869500236,0.6432748532965357,0.5948085592264697
C:\Users\T2510600\Downloads\BAOCR\raw\236_16_1.jpg,60,6,7,0.909090909077135,0.8955223880463354,0.9022556385842048,0.6162293114988706
C:\Users\T2510600\Downloads\BAOCR\raw\237_15_1.jpg,66,12,13,0.8461538461429979,0.8354430379641082,0.8407643306995009,0.613548450226482
C:\Users\T2510600\Downloads\BAOCR\raw\258_27_0.jpg,48,11,14,0.8135593220201092,0.7741935483746099,0.7933884292392596,0.6021498439514973
C:\Users\T2510600\Downloads\BAOCR\raw\26_21_0.jpg,89,20,20,0.8165137614603989,0.8165137614603989,0.8165137609603988,0.633610907949193
C:\Users\T2510600\Downloads\BAOCR\raw\37_23_0.jpg,39,10,15,0.7959183673306957,0.7222222222088478,0.757281552884532,0.5894073800140143
C:\Users\T2510600\Downloads\BAOCR\raw\38_21_0.jpg,63,18,29,0.7777777777681756,0.6847826086882088,0.7283236989155668,0.6078089115913144
C:\Users\T2510600\Downloads\BAOCR\raw\41_11_0.jpg,61,23,23,0.7261904761818311,0.7261904761818311,0.726190475681831,0.5932789100762437
C:\Users\T2510600\Downloads\BAOCR\raw\4_20_0.jpg,24,14,14,0.6315789473518006,0.6315789473518006,0.6315789468518006,0.6104741277173512
C:\Users\T2510600\Downloads\BAOCR\raw\5_22_0.jpg,30,24,26,0.5555555555452675,0.5357142857047195,0.5454545449447933,0.5703908271742989
C:\Users\T2510600\Downloads\BAOCR\raw\73_14_0.jpg,41,13,15,0.759259259245199,0.7321428571297832,0.745454544941157,0.5981251310586868
C:\Users\T2510600\Downloads\BAOCR\raw\75_13_0.jpg,67,15,23,0.817073170721743,0.7444444444361729,0.7790697669338831,0.603779217407599
C:\Users\T2510600\Downloads\BAOCR\raw\78_14_0.jpg,42,16,13,0.7241379310219976,0.7636363636224794,0.7433628313456027,0.6211223400358398
C:\Users\T2510600\Downloads\BAOCR\raw\80_14_0.jpg,35,36,18,0.49295774647193014,0.6603773584781061,0.5645161285336888,0.6435994854926681
C:\Users\T2510600\Downloads\BAOCR\raw\83_14_0.jpg,70,8,21,0.8974358974243918,0.7692307692223161,0.8284023663570602,0.6381944606129932
C:\Users\T2510600\Downloads\BAOCR\raw\95_13_0.jpg,92,18,29,0.8363636363560331,0.760330578506113,0.7965367960310338,0.627575048326653
C:\Users\T2510600\Downloads\BAOCR\raw\98_21_1.jpg,36,5,14,0.8780487804663891,0.7199999999856,0.7912087906962927,0.636642746980115
