image_path,text,preprocess
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_931-134-1148-200.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_931-134-1148-200.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_56-212-284-271.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_56-212-284-271.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_56-212-284-271.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_609-207-824-280.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_609-207-824-280.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_609-207-824-280.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_849-208-1050-277.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_849-208-1050-277.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_849-208-1050-277.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_1066-205-1225-281.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_1066-205-1225-281.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_1066-205-1225-281.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_36-277-263-351.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_36-277-263-351.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_36-277-263-351.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_294-280-509-353.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_294-280-509-353.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_294-280-509-353.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_549-286-758-354.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_549-286-758-354.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_549-286-758-354.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_788-284-963-359.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_788-284-963-359.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_788-284-963-359.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_1024-288-1255-353.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_1024-288-1255-353.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_1024-288-1255-353.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_44-358-213-441.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_44-358-213-441.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_44-358-213-441.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_290-360-501-439.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_290-360-501-439.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_290-360-501-439.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_547-369-790-440.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_547-369-790-440.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_547-369-790-440.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_839-367-969-439.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_839-367-969-439.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_839-367-969-439.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_1003-364-1255-440.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_1003-364-1255-440.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_1003-364-1255-440.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_22-449-249-533.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_22-449-249-533.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_22-449-249-533.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_330-461-555-520.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_330-461-555-520.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_330-461-555-520.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_601-456-816-533.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_601-456-816-533.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_601-456-816-533.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_863-449-1166-510.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_863-449-1166-510.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_863-449-1166-510.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_56-551-350-620.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_56-551-350-620.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_56-551-350-620.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_420-560-545-632.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_420-560-545-632.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_420-560-545-632.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_631-542-953-613.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_631-542-953-613.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_631-542-953-613.jpg,,highboost
words/original/02203d49-3007-4cd1-98c0-84ad357b1e50_987-534-1215-624.jpg,,original
words/clahe/02203d49-3007-4cd1-98c0-84ad357b1e50_987-534-1215-624.jpg,,clahe
words/highboost/02203d49-3007-4cd1-98c0-84ad357b1e50_987-534-1215-624.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_119-194-259-346.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_119-194-259-346.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_119-194-259-346.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_287-262-463-366.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_287-262-463-366.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_287-262-463-366.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_508-255-789-378.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_508-255-789-378.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_508-255-789-378.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_821-174-1070-338.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_821-174-1070-338.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_821-174-1070-338.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_1100-219-1426-338.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_1100-219-1426-338.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_1100-219-1426-338.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_148-419-303-555.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_148-419-303-555.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_148-419-303-555.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_326-429-514-540.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_326-429-514-540.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_326-429-514-540.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_538-411-807-512.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_538-411-807-512.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_538-411-807-512.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_829-393-949-525.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_829-393-949-525.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_829-393-949-525.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_1021-393-1167-514.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_1021-393-1167-514.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_1021-393-1167-514.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_1193-343-1280-482.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_1193-343-1280-482.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_1193-343-1280-482.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_1305-381-1466-502.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_1305-381-1466-502.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_1305-381-1466-502.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_160-565-409-699.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_160-565-409-699.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_160-565-409-699.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_427-603-672-696.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_427-603-672-696.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_427-603-672-696.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_722-565-902-663.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_722-565-902-663.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_722-565-902-663.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_914-525-1147-638.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_914-525-1147-638.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_914-525-1147-638.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_1157-532-1430-633.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_1157-532-1430-633.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_1157-532-1430-633.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_142-762-376-857.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_142-762-376-857.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_142-762-376-857.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_382-759-595-860.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_382-759-595-860.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_382-759-595-860.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_629-711-837-842.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_629-711-837-842.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_629-711-837-842.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_868-714-1009-863.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_868-714-1009-863.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_868-714-1009-863.jpg,,highboost
words/original/069fb245-4099-46c5-bc52-a263ccd209ee_1046-699-1242-840.jpg,,original
words/clahe/069fb245-4099-46c5-bc52-a263ccd209ee_1046-699-1242-840.jpg,,clahe
words/highboost/069fb245-4099-46c5-bc52-a263ccd209ee_1046-699-1242-840.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_101-61-336-204.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_101-61-336-204.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_101-61-336-204.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_376-70-508-204.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_376-70-508-204.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_376-70-508-204.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_556-41-789-210.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_556-41-789-210.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_556-41-789-210.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_109-274-336-403.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_109-274-336-403.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_109-274-336-403.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_366-242-584-420.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_366-242-584-420.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_366-242-584-420.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_823-236-979-394.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_823-236-979-394.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_823-236-979-394.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_997-210-1060-400.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_997-210-1060-400.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_997-210-1060-400.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_133-432-338-619.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_133-432-338-619.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_133-432-338-619.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_382-438-550-604.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_382-438-550-604.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_382-438-550-604.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_599-426-758-598.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_599-426-758-598.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_599-426-758-598.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_819-435-1001-601.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_819-435-1001-601.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_819-435-1001-601.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_1021-438-1195-592.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_1021-438-1195-592.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_1021-438-1195-592.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_1230-423-1401-613.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_1230-423-1401-613.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_1230-423-1401-613.jpg,,highboost
words/original/0de97cd9-f220-4380-a690-838b25d7c1c5_629-228-777-406.jpg,,original
words/clahe/0de97cd9-f220-4380-a690-838b25d7c1c5_629-228-777-406.jpg,,clahe
words/highboost/0de97cd9-f220-4380-a690-838b25d7c1c5_629-228-777-406.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_131-204-296-263.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_131-204-296-263.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_131-204-296-263.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_320-196-415-265.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_320-196-415-265.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_320-196-415-265.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_443-187-628-271.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_443-187-628-271.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_443-187-628-271.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_642-179-805-276.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_642-179-805-276.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_642-179-805-276.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_813-156-929-253.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_813-156-929-253.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_813-156-929-253.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_125-274-288-351.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_125-274-288-351.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_125-274-288-351.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_307-284-454-368.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_307-284-454-368.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_307-284-454-368.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_468-284-644-373.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_468-284-644-373.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_468-284-644-373.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_655-292-805-360.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_655-292-805-360.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_655-292-805-360.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_809-257-1029-356.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_809-257-1029-356.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_809-257-1029-356.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_155-377-297-457.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_155-377-297-457.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_155-377-297-457.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_332-377-546-459.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_332-377-546-459.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_332-377-546-459.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_573-385-698-463.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_573-385-698-463.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_573-385-698-463.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_726-379-856-463.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_726-379-856-463.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_726-379-856-463.jpg,,highboost
words/original/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_881-366-1003-463.jpg,,original
words/clahe/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_881-366-1003-463.jpg,,clahe
words/highboost/0fa5d7d8-9c2c-4d63-bde7-1803dc51da77_881-366-1003-463.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_36-86-171-206.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_36-86-171-206.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_36-86-171-206.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_188-75-301-194.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_188-75-301-194.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_188-75-301-194.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_310-73-465-201.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_310-73-465-201.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_310-73-465-201.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_476-90-596-188.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_476-90-596-188.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_476-90-596-188.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_609-91-761-201.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_609-91-761-201.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_609-91-761-201.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_788-73-987-199.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_788-73-987-199.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_788-73-987-199.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_46-227-240-305.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_46-227-240-305.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_46-227-240-305.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_252-203-381-298.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_252-203-381-298.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_252-203-381-298.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_394-206-473-292.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_394-206-473-292.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_394-206-473-292.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_484-208-603-296.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_484-208-603-296.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_484-208-603-296.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_638-206-794-294.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_638-206-794-294.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_638-206-794-294.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_829-208-1000-294.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_829-208-1000-294.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_829-208-1000-294.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_1021-194-1153-292.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_1021-194-1153-292.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_1021-194-1153-292.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_52-327-185-415.jpg,,original
words/clahe/1481ba28-6b08-4007-aedc-d57b4025359f_52-327-185-415.jpg,,clahe
words/highboost/1481ba28-6b08-4007-aedc-d57b4025359f_52-327-185-415.jpg,,highboost
words/original/1481ba28-6b08-4007-aedc-d57b4025359f_302-314-454-406.jpg,,original
