img_path,tp,fp,fn,precision,recall,f1,avg_iou
C:\Users\T2510600\Downloads\BAOCR\raw\142_17_1.jpg,56,5,7,0.9180327868701962,0.8888888888747796,0.9032258059371748,0.6822383684069543
C:\Users\T2510600\Downloads\BAOCR\raw\144_17_0.jpg,76,3,7,0.9620253164435186,0.9156626505913775,0.9382716044269929,0.6855045710041572
C:\Users\T2510600\Downloads\BAOCR\raw\14_22_0.jpg,82,12,9,0.8723404255226347,0.9010989010889989,0.8864864859770344,0.7360943702073421
C:\Users\T2510600\Downloads\BAOCR\raw\160_16_1.jpg,56,14,27,0.7999999999885714,0.674698795172594,0.7320261432848904,0.6923196191808737
C:\Users\T2510600\Downloads\BAOCR\raw\164_16_1.jpg,53,7,18,0.8833333333186112,0.7464788732289228,0.8091603048346833,0.658325039004355
C:\Users\T2510600\Downloads\BAOCR\raw\169_18_0.jpg,64,0,3,0.9999999999843749,0.9552238805827578,0.977099236126566,0.7147584305247823
C:\Users\T2510600\Downloads\BAOCR\raw\173_15_1.jpg,74,2,5,0.9736842105135041,0.9367088607476366,0.9548387091652861,0.6927385387480897
C:\Users\T2510600\Downloads\BAOCR\raw\184_15_0.jpg,54,7,4,0.8852459016248321,0.9310344827425684,0.9075630246951486,0.6999010834307131
C:\Users\T2510600\Downloads\BAOCR\raw\186_15_0.jpg,50,8,4,0.8620689655023782,0.9259259259087792,0.8928571423418368,0.6874550113404143
C:\Users\T2510600\Downloads\BAOCR\raw\187_15_0.jpg,64,3,3,0.9552238805827578,0.9552238805827578,0.9552238800827577,0.6810996916613848
C:\Users\T2510600\Downloads\BAOCR\raw\1_20_0.jpg,84,8,20,0.9130434782509451,0.8076923076845414,0.857142856635985,0.6814655935335767
C:\Users\T2510600\Downloads\BAOCR\raw\203_15_1.jpg,77,9,11,0.8953488371988912,0.8749999999900567,0.8850574707542607,0.6693075044019765
C:\Users\T2510600\Downloads\BAOCR\raw\207_16_0.jpg,87,4,5,0.95604395603345,0.9456521739027646,0.950819671620771,0.6822406537315975
C:\Users\T2510600\Downloads\BAOCR\raw\208_14_1.jpg,97,1,2,0.9897959183572469,0.9797979797880828,0.9847715730940759,0.6788271753891725
C:\Users\T2510600\Downloads\BAOCR\raw\216_16_1.jpg,62,7,12,0.8985507246246587,0.8378378378265157,0.8671328666213507,0.6848792819294646
C:\Users\T2510600\Downloads\BAOCR\raw\221_15_1.jpg,66,5,6,0.9295774647756397,0.9166666666539351,0.9230769225640374,0.6458351951748182
C:\Users\T2510600\Downloads\BAOCR\raw\225_15_1.jpg,71,11,21,0.8658536585260261,0.7717391304263941,0.8160919535152595,0.6783966753850831
C:\Users\T2510600\Downloads\BAOCR\raw\236_16_1.jpg,65,2,2,0.9701492537168634,0.9701492537168634,0.9701492532168634,0.7166214731516617
C:\Users\T2510600\Downloads\BAOCR\raw\237_15_1.jpg,75,3,4,0.9615384615261341,0.9493670885955776,0.9554140122267027,0.7061577568222824
C:\Users\T2510600\Downloads\BAOCR\raw\258_27_0.jpg,59,0,3,0.9999999999830509,0.9516129032104579,0.9752066110544362,0.6882538716874866
C:\Users\T2510600\Downloads\BAOCR\raw\26_21_0.jpg,99,11,10,0.8999999999918181,0.9082568807256123,0.9041095885328495,0.7150707148787738
C:\Users\T2510600\Downloads\BAOCR\raw\37_23_0.jpg,43,6,11,0.8775510203902541,0.7962962962815501,0.8349514557956452,0.675816593513171
C:\Users\T2510600\Downloads\BAOCR\raw\38_21_0.jpg,55,16,37,0.7746478873130331,0.5978260869500236,0.6748466252668899,0.7175661691507325
C:\Users\T2510600\Downloads\BAOCR\raw\41_11_0.jpg,76,8,8,0.9047619047511337,0.9047619047511337,0.9047619042511337,0.6919442631265194
C:\Users\T2510600\Downloads\BAOCR\raw\4_20_0.jpg,33,5,5,0.8684210526087258,0.8684210526087258,0.8684210521087258,0.6957231975265958
C:\Users\T2510600\Downloads\BAOCR\raw\5_22_0.jpg,50,2,6,0.9615384615199705,0.892857142841199,0.9259259254094652,0.6484171356392859
C:\Users\T2510600\Downloads\BAOCR\raw\73_14_0.jpg,49,4,7,0.9245283018693485,0.874999999984375,0.8990825682912214,0.7022176642576501
C:\Users\T2510600\Downloads\BAOCR\raw\75_13_0.jpg,78,7,12,0.9176470588127336,0.866666666657037,0.8914285709187917,0.71499124813586
C:\Users\T2510600\Downloads\BAOCR\raw\78_14_0.jpg,50,7,5,0.8771929824407511,0.9090909090743802,0.8928571423413585,0.717877729156685
C:\Users\T2510600\Downloads\BAOCR\raw\80_14_0.jpg,41,24,12,0.6307692307595266,0.7735849056457814,0.6949152537306807,0.7520691887251806
C:\Users\T2510600\Downloads\BAOCR\raw\83_14_0.jpg,71,6,20,0.922077922065947,0.7802197802112063,0.845238094731505,0.7221490582173317
C:\Users\T2510600\Downloads\BAOCR\raw\95_13_0.jpg,98,13,23,0.882882882874929,0.8099173553652073,0.8448275857005426,0.709512435579802
C:\Users\T2510600\Downloads\BAOCR\raw\98_21_1.jpg,40,1,10,0.9756097560737657,0.7999999999840001,0.8791208786064485,0.7479818997718862
