crop_path,word_text,char_indices,word_length,language
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word1.jpg,"ইরান,",5 46 56 38 148,5,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word2.jpg,"গ্রিক,",21 71 46 57 19 148,6,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word3.jpg,"রোমান,",46 69 44 56 38 148,6,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word4.jpg,"আরব,",4 46 42 148,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word5.jpg,"তুর্কি,",34 59 46 71 19 57 148,7,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word6.jpg,"ফরাসি,",41 46 56 54 57 148,6,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word7.jpg,ইংরেজ,5 73 46 65 26,5,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word8.jpg,পর,40 46,2,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word9.jpg,পর,40 46,2,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word10.jpg,সবাই,54 42 56 5,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word11.jpg,এদেশ,13 36 65 52,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word12.jpg,জয়,26 45 2,3,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word13.jpg,করার,19 46 56 46,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word14.jpg,পর,40 46,2,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word15.jpg,প্রথমেই,40 71 46 35 44 65 5,7,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word16.jpg,চেষ্টা,24 65 53 71 29 56,6,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word17.jpg,করেছে,19 46 65 25 65,5,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word18.jpg,পিরামিডের,40 57 46 56 44 57 31 65 46,9,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word19.jpg,হাজার,55 56 26 56 46,5,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word20.jpg,হাজার,55 56 26 56 46,5,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word21.jpg,মন,44 38,2,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word22.jpg,পাথর,40 56 35 46,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word23.jpg,ভেঙে,43 65 23 65,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word24.jpg,মাঝখানের,44 56 27 20 56 38 65 46,8,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word25.jpg,কুঠুরিতে,19 59 30 59 46 57 34 65,8,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word26.jpg,ঢুকে,32 59 19 65,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word27.jpg,তার,34 56 46,3,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word28.jpg,ধনদৌলত,37 38 36 70 48 34,6,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word29.jpg,লুট,48 59 29,3,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\e2d52c42-638e-47bc-b083-47f4a205cb74_word30.jpg,করার।,19 46 56 46 2,5,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word1.jpg,খোলা,20 69 48 56,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word2.jpg,"জানালা,",26 56 38 56 48 56 148,7,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word3.jpg,অনেক,3 38 65 19,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word4.jpg,"বাতাস,",42 56 34 56 54 148,6,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word5.jpg,আকাশে,4 19 56 52 65,5,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word6.jpg,মেঘ,44 65 22,3,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word7.jpg,হাতে,55 56 34 65,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word8.jpg,চায়ের,24 56 45 2 65 46,6,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word9.jpg,কাপ।,19 56 40 2,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word10.jpg,এবং,13 42 73,3,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word11.jpg,তুমি,34 59 44 57,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word12.jpg, আর,2 4 46,3,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word13.jpg, আমি,2 4 44 57,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word14.jpg,এইতো ,13 5 34 69 2,5,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word15.jpg,চাই।,24 56 5 2,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word16.jpg,এইতো,13 5 34 69,4,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word17.jpg, আমার,2 4 44 56 46,5,bengali
C:\Users\T2510600\Downloads\BAOCR\out\d4\crops\d6f1f487-558a-4738-ae7d-7e70fca57077_word18.jpg,স্বপ্নের,54 71 42 40 71 38 65 46,8,bengali
